FIPS,Name,State,County Name,Final County Name
46071,Jackson,SD,Jackson County,Jackson County
46073,Jerauld,SD,Jerauld County,Jerauld County
46075,Jones,SD,Jones County,Jones County
46077,Kingsbury,SD,Kingsbury County,Kingsbury County
46079,Lake,SD,Lake County,Lake County
46081,Lawrence,SD,Lawrence County,Lawrence County
46083,Lincoln,SD,Lincoln County,Lincoln County
46085,Lyman,SD,Lyman County,Lyman County
46087,McCook,SD,McCook County,McCook County
46089,McPherson,SD,McPherson County,McPherson County
46091,Marshall,SD,Marshall County,Marshall County
46093,Meade,SD,Meade County,Meade County
46095,Mellette,SD,Mellette County,Mellette County
46097,Miner,SD,Miner County,Miner County
46099,Minnehaha,SD,Minnehaha County,Minnehaha County
46101,Moody,SD,Moody County,Moody County
46103,Pennington,SD,Pennington County,Pennington County
46105,Perkins,SD,Perkins County,Perkins County
46107,Potter,SD,Potter County,Potter County
46109,Roberts,SD,Roberts County,Roberts County
46111,Sanborn,SD,Sanborn County,Sanborn County
46113,Shannon,SD,Shannon County,Shannon County
46115,Spink,SD,Spink County,Spink County
46117,Stanley,SD,Stanley County,Stanley County
46119,Sully,SD,Sully County,Sully County
46121,Todd,SD,Todd County,Todd County
46123,Tripp,SD,Tripp County,Tripp County
46125,Turner,SD,Turner County,Turner County
46127,Union,SD,Union County,Union County
46129,Walworth,SD,Walworth County,Walworth County
46135,Yankton,SD,Yankton County,Yankton County
46137,Ziebach,SD,Ziebach County,Ziebach County
47001,Anderson,TN,Anderson County,Anderson County
47003,Bedford,TN,Bedford County,Bedford County
47005,Benton,TN,Benton County,Benton County
47007,Bledsoe,TN,Bledsoe County,Bledsoe County
47009,Blount,TN,Blount County,Blount County
47011,Bradley,TN,Bradley County,Bradley County
47013,Campbell,TN,Campbell County,Campbell County
47015,Cannon,TN,Cannon County,Cannon County
47017,Carroll,TN,Carroll County,Carroll County
47019,Carter,TN,Carter County,Carter County
47021,Cheatham,TN,Cheatham County,Cheatham County
47023,Chester,TN,Chester County,Chester County
47025,Claiborne,TN,Claiborne County,Claiborne County
47027,Clay,TN,Clay County,Clay County
47029,Cocke,TN,Cocke County,Cocke County
47031,Coffee,TN,Coffee County,Coffee County
47033,Crockett,TN,Crockett County,Crockett County
47035,Cumberland,TN,Cumberland County,Cumberland County
47037,Davidson,TN,Davidson County,Davidson County
47039,Decatur,TN,Decatur County,Decatur County
47041,De Kalb,TN,De Kalb County,De Kalb County
47043,Dickson,TN,Dickson County,Dickson County
47045,Dyer,TN,Dyer County,Dyer County
47047,Fayette,TN,Fayette County,Fayette County
47049,Fentress,TN,Fentress County,Fentress County
47051,Franklin,TN,Franklin County,Franklin County
47053,Gibson,TN,Gibson County,Gibson County
47055,Giles,TN,Giles County,Giles County
47057,Grainger,TN,Grainger County,Grainger County
47059,Greene,TN,Greene County,Greene County
47061,Grundy,TN,Grundy County,Grundy County
47063,Hamblen,TN,Hamblen County,Hamblen County
47065,Hamilton,TN,Hamilton County,Hamilton County
47067,Hancock,TN,Hancock County,Hancock County
47069,Hardeman,TN,Hardeman County,Hardeman County
47071,Hardin,TN,Hardin County,Hardin County
47073,Hawkins,TN,Hawkins County,Hawkins County
47075,Haywood,TN,Haywood County,Haywood County
47077,Henderson,TN,Henderson County,Henderson County
47079,Henry,TN,Henry County,Henry County
47081,Hickman,TN,Hickman County,Hickman County
47083,Houston,TN,Houston County,Houston County
47085,Humphreys,TN,Humphreys County,Humphreys County
47087,Jackson,TN,Jackson County,Jackson County
47089,Jefferson,TN,Jefferson County,Jefferson County
47091,Johnson,TN,Johnson County,Johnson County
47093,Knox,TN,Knox County,Knox County
47095,Lake,TN,Lake County,Lake County
47097,Lauderdale,TN,Lauderdale County,Lauderdale County
47099,Lawrence,TN,Lawrence County,Lawrence County
47101,Lewis,TN,Lewis County,Lewis County
47103,Lincoln,TN,Lincoln County,Lincoln County
47105,Loudon,TN,Loudon County,Loudon County
47107,McMinn,TN,McMinn County,McMinn County
47109,McNairy,TN,McNairy County,McNairy County
47111,Macon,TN,Macon County,Macon County
47113,Madison,TN,Madison County,Madison County
47115,Marion,TN,Marion County,Marion County
47117,Marshall,TN,Marshall County,Marshall County
47119,Maury,TN,Maury County,Maury County
47121,Meigs,TN,Meigs County,Meigs County
47123,Monroe,TN,Monroe County,Monroe County
47125,Montgomery,TN,Montgomery County,Montgomery County
47127,Moore,TN,Moore County,Moore County
47129,Morgan,TN,Morgan County,Morgan County
47131,Obion,TN,Obion County,Obion County
47133,Overton,TN,Overton County,Overton County
47135,Perry,TN,Perry County,Perry County
47137,Pickett,TN,Pickett County,Pickett County
47139,Polk,TN,Polk County,Polk County
47141,Putnam,TN,Putnam County,Putnam County
47143,Rhea,TN,Rhea County,Rhea County
47145,Roane,TN,Roane County,Roane County
47147,Robertson,TN,Robertson County,Robertson County
47149,Rutherford,TN,Rutherford County,Rutherford County
47151,Scott,TN,Scott County,Scott County
47153,Sequatchie,TN,Sequatchie County,Sequatchie County
47155,Sevier,TN,Sevier County,Sevier County
47157,Shelby,TN,Shelby County,Shelby County
47159,Smith,TN,Smith County,Smith County
47161,Stewart,TN,Stewart County,Stewart County
47163,Sullivan,TN,Sullivan County,Sullivan County
47165,Sumner,TN,Sumner County,Sumner County
47167,Tipton,TN,Tipton County,Tipton County
47169,Trousdale,TN,Trousdale County,Trousdale County
47171,Unicoi,TN,Unicoi County,Unicoi County
47173,Union,TN,Union County,Union County
47175,Van Buren,TN,Van Buren County,Van Buren County
47177,Warren,TN,Warren County,Warren County
47179,Washington,TN,Washington County,Washington County
47181,Wayne,TN,Wayne County,Wayne County
47183,Weakley,TN,Weakley County,Weakley County
47185,White,TN,White County,White County
47187,Williamson,TN,Williamson County,Williamson County
47189,Wilson,TN,Wilson County,Wilson County
48001,Anderson,TX,Anderson County,Anderson County
48003,Andrews,TX,Andrews County,Andrews County
48005,Angelina,TX,Angelina County,Angelina County
48007,Aransas,TX,Aransas County,Aransas County
48009,Archer,TX,Archer County,Archer County
48011,Armstrong,TX,Armstrong County,Armstrong County
48013,Atascosa,TX,Atascosa County,Atascosa County
48015,Austin,TX,Austin County,Austin County
48017,Bailey,TX,Bailey County,Bailey County
48019,Bandera,TX,Bandera County,Bandera County
48021,Bastrop,TX,Bastrop County,Bastrop County
48023,Baylor,TX,Baylor County,Baylor County
48025,Bee,TX,Bee County,Bee County
48027,Bell,TX,Bell County,Bell County
48029,Bexar,TX,Bexar County,Bexar County
48031,Blanco,TX,Blanco County,Blanco County
48033,Borden,TX,Borden County,Borden County
48035,Bosque,TX,Bosque County,Bosque County
48037,Bowie,TX,Bowie County,Bowie County
48039,Brazoria,TX,Brazoria County,Brazoria County
48041,Brazos,TX,Brazos County,Brazos County
48043,Brewster,TX,Brewster County,Brewster County
48045,Briscoe,TX,Briscoe County,Briscoe County
48047,Brooks,TX,Brooks County,Brooks County
48049,Brown,TX,Brown County,Brown County
48051,Burleson,TX,Burleson County,Burleson County
48053,Burnet,TX,Burnet County,Burnet County
48055,Caldwell,TX,Caldwell County,Caldwell County
48057,Calhoun,TX,Calhoun County,Calhoun County
48059,Callahan,TX,Callahan County,Callahan County
48061,Cameron,TX,Cameron County,Cameron County
48063,Camp,TX,Camp County,Camp County
48065,Carson,TX,Carson County,Carson County
48067,Cass,TX,Cass County,Cass County
48069,Castro,TX,Castro County,Castro County
48071,Chambers,TX,Chambers County,Chambers County
48073,Cherokee,TX,Cherokee County,Cherokee County
48075,Childress,TX,Childress County,Childress County
48077,Clay,TX,Clay County,Clay County
48079,Cochran,TX,Cochran County,Cochran County
48081,Coke,TX,Coke County,Coke County
48083,Coleman,TX,Coleman County,Coleman County
48085,Collin,TX,Collin County,Collin County
48087,Collingsworth,TX,Collingsworth County,Collingsworth County
48089,Colorado,TX,Colorado County,Colorado County
48091,Comal,TX,Comal County,Comal County
48093,Comanche,TX,Comanche County,Comanche County
48095,Concho,TX,Concho County,Concho County
48097,Cooke,TX,Cooke County,Cooke County
48099,Coryell,TX,Coryell County,Coryell County
48101,Cottle,TX,Cottle County,Cottle County
48103,Crane,TX,Crane County,Crane County
48105,Crockett,TX,Crockett County,Crockett County
48107,Crosby,TX,Crosby County,Crosby County
48109,Culberson,TX,Culberson County,Culberson County
48111,Dallam,TX,Dallam County,Dallam County
48113,Dallas,TX,Dallas County,Dallas County
48115,Dawson,TX,Dawson County,Dawson County
48117,Deaf Smith,TX,Deaf Smith County,Deaf Smith County
48119,Delta,TX,Delta County,Delta County
48121,Denton,TX,Denton County,Denton County
48123,De Witt,TX,De Witt County,De Witt County
48125,Dickens,TX,Dickens County,Dickens County
48127,Dimmit,TX,Dimmit County,Dimmit County
48129,Donley,TX,Donley County,Donley County
48131,Duval,TX,Duval County,Duval County
48133,Eastland,TX,Eastland County,Eastland County
48135,Ector,TX,Ector County,Ector County
48137,Edwards,TX,Edwards County,Edwards County
48139,Ellis,TX,Ellis County,Ellis County
48141,El Paso,TX,El Paso County,El Paso County
48143,Erath,TX,Erath County,Erath County
48145,Falls,TX,Falls County,Falls County
48147,Fannin,TX,Fannin County,Fannin County
48149,Fayette,TX,Fayette County,Fayette County
48151,Fisher,TX,Fisher County,Fisher County
48153,Floyd,TX,Floyd County,Floyd County
48155,Foard,TX,Foard County,Foard County
48157,Fort Bend,TX,Fort Bend County,Fort Bend County
48159,Franklin,TX,Franklin County,Franklin County
48161,Freestone,TX,Freestone County,Freestone County
48163,Frio,TX,Frio County,Frio County
48165,Gaines,TX,Gaines County,Gaines County
48167,Galveston,TX,Galveston County,Galveston County
48169,Garza,TX,Garza County,Garza County
48171,Gillespie,TX,Gillespie County,Gillespie County
48173,Glasscock,TX,Glasscock County,Glasscock County
48175,Goliad,TX,Goliad County,Goliad County
48177,Gonzales,TX,Gonzales County,Gonzales County
48179,Gray,TX,Gray County,Gray County
48181,Grayson,TX,Grayson County,Grayson County
48183,Gregg,TX,Gregg County,Gregg County
48185,Grimes,TX,Grimes County,Grimes County
48187,Guadalupe,TX,Guadalupe County,Guadalupe County
48189,Hale,TX,Hale County,Hale County
48191,Hall,TX,Hall County,Hall County
48193,Hamilton,TX,Hamilton County,Hamilton County
48195,Hansford,TX,Hansford County,Hansford County
48197,Hardeman,TX,Hardeman County,Hardeman County
48199,Hardin,TX,Hardin County,Hardin County
48201,Harris,TX,Harris County,Harris County
48203,Harrison,TX,Harrison County,Harrison County
48205,Hartley,TX,Hartley County,Hartley County
48207,Haskell,TX,Haskell County,Haskell County
48209,Hays,TX,Hays County,Hays County
48211,Hemphill,TX,Hemphill County,Hemphill County
48213,Henderson,TX,Henderson County,Henderson County
48215,Hidalgo,TX,Hidalgo County,Hidalgo County
48217,Hill,TX,Hill County,Hill County
48219,Hockley,TX,Hockley County,Hockley County
48221,Hood,TX,Hood County,Hood County
48223,Hopkins,TX,Hopkins County,Hopkins County
48225,Houston,TX,Houston County,Houston County
48227,Howard,TX,Howard County,Howard County
48229,Hudspeth,TX,Hudspeth County,Hudspeth County
48231,Hunt,TX,Hunt County,Hunt County
48233,Hutchinson,TX,Hutchinson County,Hutchinson County
48235,Irion,TX,Irion County,Irion County
48237,Jack,TX,Jack County,Jack County
48239,Jackson,TX,Jackson County,Jackson County
48241,Jasper,TX,Jasper County,Jasper County
48243,Jeff Davis,TX,Jeff Davis County,Jeff Davis County
48245,Jefferson,TX,Jefferson County,Jefferson County
48247,Jim Hogg,TX,Jim Hogg County,Jim Hogg County
48249,Jim Wells,TX,Jim Wells County,Jim Wells County
48251,Johnson,TX,Johnson County,Johnson County
48253,Jones,TX,Jones County,Jones County
48255,Karnes,TX,Karnes County,Karnes County
48257,Kaufman,TX,Kaufman County,Kaufman County
48259,Kendall,TX,Kendall County,Kendall County
48261,Kenedy,TX,Kenedy County,Kenedy County
48263,Kent,TX,Kent County,Kent County
48265,Kerr,TX,Kerr County,Kerr County
48267,Kimble,TX,Kimble County,Kimble County
48269,King,TX,King County,King County
48271,Kinney,TX,Kinney County,Kinney County
48273,Kleberg,TX,Kleberg County,Kleberg County
48275,Knox,TX,Knox County,Knox County
48277,Lamar,TX,Lamar County,Lamar County
48279,Lamb,TX,Lamb County,Lamb County
48281,Lampasas,TX,Lampasas County,Lampasas County
48283,La Salle,TX,La Salle County,La Salle County
48285,Lavaca,TX,Lavaca County,Lavaca County
48287,Lee,TX,Lee County,Lee County
48289,Leon,TX,Leon County,Leon County
48291,Liberty,TX,Liberty County,Liberty County
48293,Limestone,TX,Limestone County,Limestone County
48295,Lipscomb,TX,Lipscomb County,Lipscomb County
48297,Live Oak,TX,Live Oak County,Live Oak County
48299,Llano,TX,Llano County,Llano County
48301,Loving,TX,Loving County,Loving County
48303,Lubbock,TX,Lubbock County,Lubbock County
48305,Lynn,TX,Lynn County,Lynn County
48307,McCulloch,TX,McCulloch County,McCulloch County
48309,McLennan,TX,McLennan County,McLennan County
48311,McMullen,TX,McMullen County,McMullen County
48313,Madison,TX,Madison County,Madison County
48315,Marion,TX,Marion County,Marion County
48317,Martin,TX,Martin County,Martin County
48319,Mason,TX,Mason County,Mason County
48321,Matagorda,TX,Matagorda County,Matagorda County
48323,Maverick,TX,Maverick County,Maverick County
48325,Medina,TX,Medina County,Medina County
48327,Menard,TX,Menard County,Menard County
48329,Midland,TX,Midland County,Midland County
48331,Milam,TX,Milam County,Milam County
48333,Mills,TX,Mills County,Mills County
48335,Mitchell,TX,Mitchell County,Mitchell County
48337,Montague,TX,Montague County,Montague County
48339,Montgomery,TX,Montgomery County,Montgomery County
48341,Moore,TX,Moore County,Moore County
48343,Morris,TX,Morris County,Morris County
48345,Motley,TX,Motley County,Motley County
48347,Nacogdoches,TX,Nacogdoches County,Nacogdoches County
48349,Navarro,TX,Navarro County,Navarro County
48351,Newton,TX,Newton County,Newton County
48353,Nolan,TX,Nolan County,Nolan County
48355,Nueces,TX,Nueces County,Nueces County
48357,Ochiltree,TX,Ochiltree County,Ochiltree County
48359,Oldham,TX,Oldham County,Oldham County
48361,Orange,TX,Orange County,Orange County
48363,Palo Pinto,TX,Palo Pinto County,Palo Pinto County
48365,Panola,TX,Panola County,Panola County
48367,Parker,TX,Parker County,Parker County
48369,Parmer,TX,Parmer County,Parmer County
48371,Pecos,TX,Pecos County,Pecos County
48373,Polk,TX,Polk County,Polk County
48375,Potter,TX,Potter County,Potter County
48377,Presidio,TX,Presidio County,Presidio County
48379,Rains,TX,Rains County,Rains County
48381,Randall,TX,Randall County,Randall County
48383,Reagan,TX,Reagan County,Reagan County
48385,Real,TX,Real County,Real County
48387,Red River,TX,Red River County,Red River County
48389,Reeves,TX,Reeves County,Reeves County
48391,Refugio,TX,Refugio County,Refugio County
48393,Roberts,TX,Roberts County,Roberts County
48395,Robertson,TX,Robertson County,Robertson County
48397,Rockwall,TX,Rockwall County,Rockwall County
48399,Runnels,TX,Runnels County,Runnels County
48401,Rusk,TX,Rusk County,Rusk County
48403,Sabine,TX,Sabine County,Sabine County
48405,San Augustine,TX,San Augustine County,San Augustine County
48407,San Jacinto,TX,San Jacinto County,San Jacinto County
48409,San Patricio,TX,San Patricio County,San Patricio County
48411,San Saba,TX,San Saba County,San Saba County
48413,Schleicher,TX,Schleicher County,Schleicher County
48415,Scurry,TX,Scurry County,Scurry County
48417,Shackelford,TX,Shackelford County,Shackelford County
48419,Shelby,TX,Shelby County,Shelby County
48421,Sherman,TX,Sherman County,Sherman County
48423,Smith,TX,Smith County,Smith County
48425,Somervell,TX,Somervell County,Somervell County
48427,Starr,TX,Starr County,Starr County
48429,Stephens,TX,Stephens County,Stephens County
48431,Sterling,TX,Sterling County,Sterling County
48433,Stonewall,TX,Stonewall County,Stonewall County
48435,Sutton,TX,Sutton County,Sutton County
48437,Swisher,TX,Swisher County,Swisher County
48439,Tarrant,TX,Tarrant County,Tarrant County
48441,Taylor,TX,Taylor County,Taylor County
48443,Terrell,TX,Terrell County,Terrell County
48445,Terry,TX,Terry County,Terry County
48447,Throckmorton,TX,Throckmorton County,Throckmorton County
48449,Titus,TX,Titus County,Titus County
48451,Tom Green,TX,Tom Green County,Tom Green County
48453,Travis,TX,Travis County,Travis County
48455,Trinity,TX,Trinity County,Trinity County
48457,Tyler,TX,Tyler County,Tyler County
48459,Upshur,TX,Upshur County,Upshur County
48461,Upton,TX,Upton County,Upton County
48463,Uvalde,TX,Uvalde County,Uvalde County
48465,Val Verde,TX,Val Verde County,Val Verde County
48467,Van Zandt,TX,Van Zandt County,Van Zandt County
48469,Victoria,TX,Victoria County,Victoria County
48471,Walker,TX,Walker County,Walker County
48473,Waller,TX,Waller County,Waller County
48475,Ward,TX,Ward County,Ward County
48477,Washington,TX,Washington County,Washington County
48479,Webb,TX,Webb County,Webb County
48481,Wharton,TX,Wharton County,Wharton County
48483,Wheeler,TX,Wheeler County,Wheeler County
48485,Wichita,TX,Wichita County,Wichita County
48487,Wilbarger,TX,Wilbarger County,Wilbarger County
48489,Willacy,TX,Willacy County,Willacy County
48491,Williamson,TX,Williamson County,Williamson County
48493,Wilson,TX,Wilson County,Wilson County
48495,Winkler,TX,Winkler County,Winkler County
48497,Wise,TX,Wise County,Wise County
48499,Wood,TX,Wood County,Wood County
48501,Yoakum,TX,Yoakum County,Yoakum County
48503,Young,TX,Young County,Young County
48505,Zapata,TX,Zapata County,Zapata County
48507,Zavala,TX,Zavala County,Zavala County
49001,Beaver,UT,Beaver County,Beaver County
49003,Box Elder,UT,Box Elder County,Box Elder County
49005,Cache,UT,Cache County,Cache County
49007,Carbon,UT,Carbon County,Carbon County
49009,Daggett,UT,Daggett County,Daggett County
49011,Davis,UT,Davis County,Davis County
49013,Duchesne,UT,Duchesne County,Duchesne County
49015,Emery,UT,Emery County,Emery County
49017,Garfield,UT,Garfield County,Garfield County
49019,Grand,UT,Grand County,Grand County
49021,Iron,UT,Iron County,Iron County
49023,Juab,UT,Juab County,Juab County
49025,Kane,UT,Kane County,Kane County
49027,Millard,UT,Millard County,Millard County
49029,Morgan,UT,Morgan County,Morgan County
49031,Piute,UT,Piute County,Piute County
49033,Rich,UT,Rich County,Rich County
49035,Salt Lake,UT,Salt Lake County,Salt Lake County
49037,San Juan,UT,San Juan County,San Juan County
49039,Sanpete,UT,Sanpete County,Sanpete County
49041,Sevier,UT,Sevier County,Sevier County
49043,Summit,UT,Summit County,Summit County
49045,Tooele,UT,Tooele County,Tooele County
49047,Uintah,UT,Uintah County,Uintah County
49049,Utah,UT,Utah County,Utah County
49051,Wasatch,UT,Wasatch County,Wasatch County
49053,Washington,UT,Washington County,Washington County
49055,Wayne,UT,Wayne County,Wayne County
49057,Weber,UT,Weber County,Weber County
50001,Addison,VT,Addison County,Addison County
50003,Bennington,VT,Bennington County,Bennington County
50005,Caledonia,VT,Caledonia County,Caledonia County
50007,Chittenden,VT,Chittenden County,Chittenden County
50009,Essex,VT,Essex County,Essex County
50011,Franklin,VT,Franklin County,Franklin County
50013,Grand Isle,VT,Grand Isle County,Grand Isle County
50015,Lamoille,VT,Lamoille County,Lamoille County
50017,Orange,VT,Orange County,Orange County
50019,Orleans,VT,Orleans County,Orleans County
50021,Rutland,VT,Rutland County,Rutland County
50023,Washington,VT,Washington County,Washington County
50025,Windham,VT,Windham County,Windham County
50027,Windsor,VT,Windsor County,Windsor County
51001,Accomack,VA,Accomack County,Accomack County
51003,Albemarle,VA,Albemarle County,Albemarle County
51005,Alleghany,VA,Alleghany County,Alleghany County
51007,Amelia,VA,Amelia County,Amelia County
51009,Amherst,VA,Amherst County,Amherst County
51011,Appomattox,VA,Appomattox County,Appomattox County
51013,Arlington,VA,Arlington County,Arlington County
51015,Augusta,VA,Augusta County,Augusta County
51017,Bath,VA,Bath County,Bath County
51019,Bedford,VA,Bedford County,Bedford County
51021,Bland,VA,Bland County,Bland County
51023,Botetourt,VA,Botetourt County,Botetourt County
51025,Brunswick,VA,Brunswick County,Brunswick County
51027,Buchanan,VA,Buchanan County,Buchanan County
51029,Buckingham,VA,Buckingham County,Buckingham County
51031,Campbell,VA,Campbell County,Campbell County
51033,Caroline,VA,Caroline County,Caroline County
51035,Carroll,VA,Carroll County,Carroll County
51036,Charles City,VA,Charles City County,Charles City County
51037,Charlotte,VA,Charlotte County,Charlotte County
51041,Chesterfield,VA,Chesterfield County,Chesterfield County
51043,Clarke,VA,Clarke County,Clarke County
51045,Craig,VA,Craig County,Craig County
51047,Culpeper,VA,Culpeper County,Culpeper County
51049,Cumberland,VA,Cumberland County,Cumberland County
51051,Dickenson,VA,Dickenson County,Dickenson County
51053,Dinwiddie,VA,Dinwiddie County,Dinwiddie County
51057,Essex,VA,Essex County,Essex County
51059,Fairfax,VA,Fairfax County,Fairfax County
51061,Fauquier,VA,Fauquier County,Fauquier County
51063,Floyd,VA,Floyd County,Floyd County
51065,Fluvanna,VA,Fluvanna County,Fluvanna County
51067,Franklin,VA,Franklin County,Franklin County
51069,Frederick,VA,Frederick County,Frederick County
51071,Giles,VA,Giles County,Giles County
51073,Gloucester,VA,Gloucester County,Gloucester County
51075,Goochland,VA,Goochland County,Goochland County
51077,Grayson,VA,Grayson County,Grayson County
51079,Greene,VA,Greene County,Greene County
51081,Greensville,VA,Greensville County,Greensville County
51083,Halifax,VA,Halifax County,Halifax County
51085,Hanover,VA,Hanover County,Hanover County
51087,Henrico,VA,Henrico County,Henrico County
51089,Henry,VA,Henry County,Henry County
51091,Highland,VA,Highland County,Highland County
51093,Isle of Wight,VA,Isle of Wight County,Isle of Wight County
51095,James City,VA,James City County,James City County
51097,King and Queen,VA,King and Queen County,King and Queen County
51099,King George,VA,King George County,King George County
51101,King William,VA,King William County,King William County
51103,Lancaster,VA,Lancaster County,Lancaster County
51105,Lee,VA,Lee County,Lee County
51107,Loudoun,VA,Loudoun County,Loudoun County
51109,Louisa,VA,Louisa County,Louisa County
51111,Lunenburg,VA,Lunenburg County,Lunenburg County
51113,Madison,VA,Madison County,Madison County
51115,Mathews,VA,Mathews County,Mathews County
51117,Mecklenburg,VA,Mecklenburg County,Mecklenburg County
51119,Middlesex,VA,Middlesex County,Middlesex County
51121,Montgomery,VA,Montgomery County,Montgomery County
51125,Nelson,VA,Nelson County,Nelson County
51127,New Kent,VA,New Kent County,New Kent County
51131,Northampton,VA,Northampton County,Northampton County
51133,Northumberland,VA,Northumberland County,Northumberland County
51135,Nottoway,VA,Nottoway County,Nottoway County
51137,Orange,VA,Orange County,Orange County
51139,Page,VA,Page County,Page County
51141,Patrick,VA,Patrick County,Patrick County
51143,Pittsylvania,VA,Pittsylvania County,Pittsylvania County
51145,Powhatan,VA,Powhatan County,Powhatan County
51147,Prince Edward,VA,Prince Edward County,Prince Edward County
51149,Prince George,VA,Prince George County,Prince George County
51153,Prince William,VA,Prince William County,Prince William County
51155,Pulaski,VA,Pulaski County,Pulaski County
51157,Rappahannock,VA,Rappahannock County,Rappahannock County
51159,Richmond,VA,Richmond County,Richmond County
51161,Roanoke,VA,Roanoke County,Roanoke County
51163,Rockbridge,VA,Rockbridge County,Rockbridge County
51165,Rockingham,VA,Rockingham County,Rockingham County
51167,Russell,VA,Russell County,Russell County
51169,Scott,VA,Scott County,Scott County
51171,Shenandoah,VA,Shenandoah County,Shenandoah County
51173,Smyth,VA,Smyth County,Smyth County
51175,Southampton,VA,Southampton County,Southampton County
51177,Spotsylvania,VA,Spotsylvania County,Spotsylvania County
51179,Stafford,VA,Stafford County,Stafford County
51181,Surry,VA,Surry County,Surry County
51183,Sussex,VA,Sussex County,Sussex County
51185,Tazewell,VA,Tazewell County,Tazewell County
51187,Warren,VA,Warren County,Warren County
51191,Washington,VA,Washington County,Washington County
51193,Westmoreland,VA,Westmoreland County,Westmoreland County
51195,Wise,VA,Wise County,Wise County
51197,Wythe,VA,Wythe County,Wythe County
51199,York,VA,York County,York County
51510,Alexandria City,VA,Alexandria City County,Alexandria City County
51515,Bedford City,VA,Bedford City County,Bedford City County
51520,Bristol City,VA,Bristol City County,Bristol City County
51530,Buena Vista City,VA,Buena Vista City County,Buena Vista City County
51540,Charlottesville City,VA,Charlottesville City County,Charlottesville City County
51550,Chesapeake City,VA,Chesapeake City County,Chesapeake City County
51560,Clifton Forge City,VA,Clifton Forge City County,Clifton Forge City County
51570,Colonial Heights Cit,VA,Colonial Heights Cit County,Colonial Heights Cit County
51580,Covington City,VA,Covington City County,Covington City County
51590,Danville City,VA,Danville City County,Danville City County
51595,Emporia City,VA,Emporia City County,Emporia City County
51600,Fairfax City,VA,Fairfax City County,Fairfax City County
51610,Falls Church City,VA,Falls Church City County,Falls Church City County
51620,Franklin City,VA,Franklin City County,Franklin City County
51630,Fredericksburg City,VA,Fredericksburg City County,Fredericksburg City County
51640,Galax City,VA,Galax City County,Galax City County
51650,Hampton City,VA,Hampton City County,Hampton City County
51660,Harrisonburg City,VA,Harrisonburg City County,Harrisonburg City County
51670,Hopewell City,VA,Hopewell City County,Hopewell City County
51678,Lexington City,VA,Lexington City County,Lexington City County
51680,Lynchburg City,VA,Lynchburg City County,Lynchburg City County
51683,Manassas City,VA,Manassas City County,Manassas City County
51685,Manassas Park City,VA,Manassas Park City County,Manassas Park City County
51690,Martinsville City,VA,Martinsville City County,Martinsville City County
51700,Newport News City,VA,Newport News City County,Newport News City County
51710,Norfolk City,VA,Norfolk City County,Norfolk City County
51720,Norton City,VA,Norton City County,Norton City County
51730,Petersburg City,VA,Petersburg City County,Petersburg City County
51735,Poquoson City,VA,Poquoson City County,Poquoson City County
51740,Portsmouth City,VA,Portsmouth City County,Portsmouth City County
51750,Radford City,VA,Radford City County,Radford City County
51760,Richmond City,VA,Richmond City County,Richmond City County
51770,Roanoke City,VA,Roanoke City County,Roanoke City County
51775,Salem City,VA,Salem City County,Salem City County
51780,South Boston City,VA,South Boston City County,South Boston City County
51790,Staunton City,VA,Staunton City County,Staunton City County
51800,Suffolk City,VA,Suffolk City County,Suffolk City County
51810,Virginia Beach City,VA,Virginia Beach City County,Virginia Beach City County
51820,Waynesboro City,VA,Waynesboro City County,Waynesboro City County
51830,Williamsburg City,VA,Williamsburg City County,Williamsburg City County
51840,Winchester City,VA,Winchester City County,Winchester City County
53001,Adams,WA,Adams County,Adams County
53003,Asotin,WA,Asotin County,Asotin County
53005,Benton,WA,Benton County,Benton County
53007,Chelan,WA,Chelan County,Chelan County
53009,Clallam,WA,Clallam County,Clallam County
53011,Clark,WA,Clark County,Clark County
53013,Columbia,WA,Columbia County,Columbia County
53015,Cowlitz,WA,Cowlitz County,Cowlitz County
53017,Douglas,WA,Douglas County,Douglas County
53019,Ferry,WA,Ferry County,Ferry County
53021,Franklin,WA,Franklin County,Franklin County
53023,Garfield,WA,Garfield County,Garfield County
53025,Grant,WA,Grant County,Grant County
53027,Grays Harbor,WA,Grays Harbor County,Grays Harbor County
53029,Island,WA,Island County,Island County
53031,Jefferson,WA,Jefferson County,Jefferson County
53033,King,WA,King County,King County
53035,Kitsap,WA,Kitsap County,Kitsap County
53037,Kittitas,WA,Kittitas County,Kittitas County
53039,Klickitat,WA,Klickitat County,Klickitat County
53041,Lewis,WA,Lewis County,Lewis County
53043,Lincoln,WA,Lincoln County,Lincoln County
53045,Mason,WA,Mason County,Mason County
53047,Okanogan,WA,Okanogan County,Okanogan County
53049,Pacific,WA,Pacific County,Pacific County
53051,Pend Oreille,WA,Pend Oreille County,Pend Oreille County
53053,Pierce,WA,Pierce County,Pierce County
53055,San Juan,WA,San Juan County,San Juan County
53057,Skagit,WA,Skagit County,Skagit County
53059,Skamania,WA,Skamania County,Skamania County
53061,Snohomish,WA,Snohomish County,Snohomish County
53063,Spokane,WA,Spokane County,Spokane County
53065,Stevens,WA,Stevens County,Stevens County
53067,Thurston,WA,Thurston County,Thurston County
53069,Wahkiakum,WA,Wahkiakum County,Wahkiakum County
