Final State Abbreviation Standard,Final County,CNT
PA,Fulton County,105
PA,Franklin County,1
PA,Franklin County,79
PA,Franklin County,31
PA,Fulton County,19
PA,Huntingdon County,1
PA,Cumberland County,16
PA,Cumberland County,160
PA,Huntingdon County,9
PA,Franklin County,20
PA,Franklin County,2
PA,Franklin County,1
PA,Huntingdon County,5
PA,Franklin County,2
PA,Franklin County,43
PA,Huntingdon County,5
PA,Franklin County,3
PA,Huntingdon County,11
PA,Franklin County,1
PA,Cumberland County,547
PA,Huntingdon County,7
PA,Franklin County,1
PA,Franklin County,7
PA,Franklin County,8
PA,Huntingdon County,14
PA,Franklin County,5
PA,Cumberland County,4
PA,Fulton County,21
PA,Franklin County,565
PA,Franklin County,3
PA,Franklin County,4
PA,Adams County,48
PA,York County,22
PA,Adams County,26
PA,Adams County,1
PA,Adams County,126
PA,York County,15
PA,Adams County,1
PA,York County,1
PA,York County,319
PA,York County,44
PA,York County,396
PA,Adams County,80
PA,York County,9
PA,York County,11
PA,York County,159
PA,Adams County,60
PA,York County,6
PA,York County,26
PA,York County,1
PA,Cumberland County,28
PA,Adams County,552
PA,York County,58
PA,York County,13
AQ,Charente-Maritime County,1
PA,York County,1025
PA,York County,71
PA,Adams County,118
PA,York County,1
PA,Adams County,1
PA,Adams County,66
PA,York County,148
PA,York County,119
PA,York County,57
PA,Adams County,135
PA,York County,24
PA,Adams County,29
PA,York County,5
PA,York County,382
PA,York County,55
PA,York County,111
PA,York County,143
PA,York County,64
PA,York County,68
PA,York County,22
PA,York County,78
PA,York County,84
PA,York County,70
#FIELD!,#FIELD!,1
PA,Adams County,41
PA,York County,926
PA,York County,797
PA,York County,1233
PA,York County,904
PA,York County,4
PA,York County,423
PA,York County,22
PA,York County,469
AQ,Charente-Maritime County,1
#FIELD!,#FIELD!,1
PA,Lancaster County,48
PA,Lancaster County,21
PA,Lancaster County,6
PA,Lancaster County,6
PA,Lancaster County,26
24,#FIELD!,3
PA,Lancaster County,382
PA,Lancaster County,47
PA,Lancaster County,131
PA,Lancaster County,11
PA,Lancaster County,57
PA,Lancaster County,71
PA,Lancaster County,442
PA,Lancaster County,169
PA,Lancaster County,82
24,#FIELD!,2
PA,Lancaster County,44
PA,Lancaster County,1
PA,Lancaster County,18
PA,Lancaster County,3
PA,Lancaster County,67
PA,Lancaster County,120
PA,Lancaster County,333
PA,Lancaster County,347
PA,Lancaster County,95
PA,Lancaster County,8
PA,Lancaster County,169
PA,Lancaster County,231
PA,Lancaster County,95
PA,Lancaster County,40
PA,Lancaster County,180
PA,Lancaster County,64
PA,Lancaster County,53
PA,Lancaster County,69
PA,Lancaster County,19
PA,Lancaster County,196
PA,Lancaster County,2
PA,Lancaster County,62
PA,Lancaster County,1
PA,Lancaster County,57
PA,Lancaster County,4
PA,Lancaster County,89
PA,Lancaster County,49
PA,Lancaster County,3
PA,Lancaster County,14
PA,Lancaster County,98
PA,Lancaster County,836
PA,Lancaster County,1481
PA,Lancaster County,1455
PA,Lancaster County,2
PA,Lancaster County,4
PA,Lancaster County,1
#FIELD!,#FIELD!,1
PA,Lycoming County,1240
PA,Lycoming County,152
#FIELD!,#FIELD!,1
PA,Clinton County,19
PA,Bradford County,49
PA,Lycoming County,68
PA,Northumberland County,2
PA,Lycoming County,109
PA,Lycoming County,192
PA,Lycoming County,37
PA,Clinton County,349
PA,Clinton County,15
PA,Clinton County,6
PA,Northumberland County,2
PA,Clinton County,5
PA,Clinton County,169
PA,Lycoming County,88
PA,Lycoming County,161
PA,Lycoming County,157
PA,Sullivan County,10
PA,Clinton County,2
PA,Lycoming County,7
PA,Lycoming County,2
PA,Clinton County,39
#FIELD!,#FIELD!,8
PA,Lycoming County,33
PA,Northumberland County,14
PA,Lycoming County,9
PA,Northumberland County,108
PA,Clinton County,2
#FIELD!,#FIELD!,9
#FIELD!,#FIELD!,1
PA,Northumberland County,708
PA,Union County,33
PA,Snyder County,13
PA,Snyder County,13
PA,Columbia County,44
PA,Columbia County,431
PA,Columbia County,70
PA,Montour County,242
PA,Montour County,11
PA,Northumberland County,39
PA,Northumberland County,66
PA,Snyder County,4
PA,Northumberland County,23
PA,Northumberland County,4
PA,Northumberland County,71
PA,Union County,3
PA,Northumberland County,1
PA,Union County,362
PA,Northumberland County,6
PA,Snyder County,43
PA,Snyder County,80
PA,Union County,149
PA,Union County,14
PA,Columbia County,47
PA,Northumberland County,261
PA,Northumberland County,9
PA,Northumberland County,217
PA,Snyder County,15
PA,Union County,4
PA,Union County,43
PA,Northumberland County,71
PA,Columbia County,14
PA,Northumberland County,24
PA,Snyder County,1
PA,Snyder County,3
PA,Snyder County,12
PA,Northumberland County,320
PA,Northumberland County,9
PA,Snyder County,156
PA,Northumberland County,298
PA,Snyder County,43
PA,Columbia County,9
PA,Northumberland County,21
PA,Montour County,11
PA,Union County,1
PA,Union County,12
PA,Columbia County,5
PA,Union County,22
PA,Schuylkill County,618
PA,Columbia County,2
PA,Schuylkill County,160
PA,Schuylkill County,87
PA,Schuylkill County,4
PA,Schuylkill County,3
#FIELD!,#FIELD!,1
PA,Schuylkill County,19
PA,Schuylkill County,12
PA,Schuylkill County,123
PA,Schuylkill County,2
PA,Schuylkill County,18
PA,Schuylkill County,62
PA,Schuylkill County,14
PA,Schuylkill County,14
PA,Schuylkill County,5
PA,Schuylkill County,3
PA,Schuylkill County,2
PA,Schuylkill County,2
PA,Schuylkill County,3
PA,Schuylkill County,118
PA,Schuylkill County,3
PA,Juniata County,3
PA,Schuylkill County,6
PA,Schuylkill County,124
PA,Schuylkill County,26
PA,Schuylkill County,36
PA,Schuylkill County,68
PA,Schuylkill County,136
PA,Schuylkill County,5
PA,Schuylkill County,32
PA,Schuylkill County,36
PA,Schuylkill County,2
PA,Schuylkill County,67
PA,Schuylkill County,160
#FIELD!,#FIELD!,44
PA,Schuylkill County,4
PA,Schuylkill County,159
PA,Schuylkill County,2
PA,Schuylkill County,8
PA,Schuylkill County,54
PA,Schuylkill County,39
PA,Juniata County,11
PA,Schuylkill County,24
PA,Schuylkill County,16
#FIELD!,#FIELD!,1
AB,Stockholm Municipality County,1
AB,Stockholm Municipality County,1
AN,#FIELD!,1
AN,#FIELD!,3
PA,Lehigh County,61
PA,Northampton County,320
PA,Northampton County,262
PA,Lehigh County,953
PA,Lehigh County,2
PA,Lehigh County,731
PA,Lehigh County,767
PA,Lehigh County,344
PA,Carbon County,2
PA,Lehigh County,164
PA,Lehigh County,191
PA,Lehigh County,83
PA,Lehigh County,172
PA,Lehigh County,94
PA,Northampton County,43
PA,Bucks County,1
PA,Northampton County,176
PA,Montgomery County,86
PA,Northampton County,1100
PA,Northampton County,485
PA,Lehigh County,249
PA,Lehigh County,31
PA,Lehigh County,590
PA,Lehigh County,20
PA,Montgomery County,40
PA,Northampton County,152
PA,Berks County,11
PA,Monroe County,134
PA,Lehigh County,15
PA,Lehigh County,348
PA,Northampton County,4
PA,Northampton County,329
PA,Lehigh County,42
PA,Northampton County,368
PA,Lehigh County,112
PA,Montgomery County,6
PA,Carbon County,185
PA,Northampton County,156
PA,Montgomery County,161
PA,Montgomery County,41
PA,Montgomery County,28
PA,Bucks County,14
PA,Lehigh County,79
PA,Lehigh County,3
PA,Lehigh County,200
PA,Northampton County,3
PA,Northampton County,14
PA,Northampton County,2
PA,Lehigh County,64
PA,Northampton County,128
PA,Northampton County,79
PA,Lehigh County,31
PA,Lehigh County,237
PA,Lehigh County,2688
PA,Lehigh County,1582
PA,Lehigh County,1170
PA,Lehigh County,5
PA,Lehigh County,525
PA,Lehigh County,614
AB,Stockholm Municipality County,1
AB,Stockholm Municipality County,1
AB,Stockholm Municipality County,1
#FIELD!,#FIELD!,1
AN,#FIELD!,1
PA,Lehigh County,2
PA,Luzerne County,692
PA,Luzerne County,307
PA,Carbon County,140
PA,Schuylkill County,12
PA,Carbon County,1
PA,Schuylkill County,42
PA,Carbon County,24
PA,Schuylkill County,57
PA,Luzerne County,7
PA,Schuylkill County,3
PA,Luzerne County,7
PA,Luzerne County,93
PA,Luzerne County,3
PA,Luzerne County,100
PA,Luzerne County,2
20,#FIELD!,1
PA,Carbon County,98
PA,Carbon County,4
PA,Schuylkill County,26
PA,Carbon County,133
PA,Luzerne County,6
PA,Carbon County,356
PA,Schuylkill County,66
PA,Luzerne County,6
PA,Carbon County,125
PA,Schuylkill County,8
PA,Luzerne County,1
PA,Carbon County,6
PA,Schuylkill County,2
PA,Luzerne County,2
PA,Schuylkill County,17
PA,Luzerne County,65
PA,Carbon County,65
PA,Luzerne County,1
PA,Schuylkill County,244
PA,Carbon County,8
PA,Carbon County,86
PA,Luzerne County,2
PA,Monroe County,569
PA,Monroe County,298
PA,Monroe County,1
PA,Monroe County,35
PA,Monroe County,48
PA,Monroe County,4
PA,Pike County,316
PA,Monroe County,19
PA,Monroe County,54
PA,Monroe County,20
PA,Pike County,77
PA,Monroe County,124
PA,Monroe County,15
PA,Monroe County,63
PA,Monroe County,7
PA,Monroe County,86
PA,Monroe County,9
PA,Pike County,91
PA,Pike County,161
PA,Monroe County,5
PA,Northampton County,34
PA,Monroe County,127
PA,Monroe County,75
PA,Monroe County,64
PA,Monroe County,17
PA,Monroe County,27
PA,Northampton County,5
PA,Monroe County,10
PA,Monroe County,158
PA,Monroe County,8
PA,Monroe County,50
PA,Monroe County,3
PA,Monroe County,3
PA,Monroe County,613
PA,Monroe County,22
PA,Pike County,5
PA,Monroe County,84
#FIELD!,#FIELD!,1
PA,Lackawanna County,94
PA,Wayne County,18
PA,Lackawanna County,337
PA,Lackawanna County,267
PA,Susquehanna County,1
PA,Lackawanna County,36
PA,Wayne County,7
PA,Wayne County,8
PA,Wyoming County,37
PA,Wayne County,58
PA,Wayne County,138
PA,Pike County,9
PA,Pike County,84
PA,Wayne County,3
PA,Wayne County,136
PA,Wayne County,203
PA,Lackawanna County,84
PA,Lackawanna County,83
PA,Pike County,8
PA,Wayne County,127
PA,Wayne County,6
PA,Wayne County,16
PA,Wayne County,2
PA,Susquehanna County,5
PA,Wayne County,1
PA,Lackawanna County,195
PA,Wayne County,23
PA,Wyoming County,35
PA,Lackawanna County,242
PA,Pike County,21
PA,Lackawanna County,89
PA,Wayne County,9
PA,Wayne County,1
PA,Wayne County,2
PA,Pike County,20
PA,Wayne County,1
PA,Wayne County,6
PA,Wayne County,1
PA,Pike County,21
PA,Susquehanna County,16
PA,Monroe County,568
PA,Wayne County,2
PA,Susquehanna County,16
PA,Lackawanna County,3
PA,Wayne County,50
PA,Wayne County,1
PA,Lackawanna County,143
PA,Lackawanna County,615
PA,Lackawanna County,664
PA,Lackawanna County,166
PA,Lackawanna County,659
PA,Lackawanna County,368
PA,Lackawanna County,316
PA,Lackawanna County,227
AN,#FIELD!,1
PA,Lackawanna County,131
PA,Lackawanna County,153
PA,Lackawanna County,365
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
PA,Luzerne County,1
PA,Columbia County,380
PA,Monroe County,54
PA,Luzerne County,375
PA,Wyoming County,37
PA,Wyoming County,11
PA,Sullivan County,2
PA,Luzerne County,45
PA,Luzerne County,35
PA,Sullivan County,3
PA,Luzerne County,54
PA,Luzerne County,2
PA,Wyoming County,24
PA,Carbon County,16
PA,Wyoming County,5
PA,Sullivan County,2
PA,Sullivan County,1
PA,Wyoming County,18
PA,Wyoming County,75
PA,Columbia County,9
PA,Sullivan County,6
PA,Luzerne County,572
PA,Luzerne County,60
PA,Wyoming County,14
PA,Luzerne County,443
PA,Luzerne County,123
PA,Luzerne County,110
PA,Luzerne County,212
PA,Luzerne County,111
PA,Luzerne County,376
PA,Lackawanna County,1
PA,Luzerne County,67
PA,Luzerne County,9
PA,Wyoming County,134
PA,Luzerne County,22
PA,Luzerne County,102
#FIELD!,#FIELD!,1
PA,Luzerne County,123
PA,Luzerne County,1770
PA,Luzerne County,2
PA,Luzerne County,842
PA,Luzerne County,523
PA,Luzerne County,799
PA,Luzerne County,214
PA,Luzerne County,103
PA,Luzerne County,76
PA,Luzerne County,7
PA,Luzerne County,3
PA,Luzerne County,4
PA,Susquehanna County,69
PA,Bradford County,114
PA,Susquehanna County,10
PA,Bradford County,2
PA,Susquehanna County,10
PA,Susquehanna County,15
PA,Susquehanna County,51
PA,Susquehanna County,3
PA,Susquehanna County,13
PA,Susquehanna County,13
PA,Susquehanna County,2
PA,Bradford County,9
PA,Susquehanna County,12
PA,Bradford County,9
PA,Bradford County,13
PA,Bradford County,34
PA,Susquehanna County,58
PA,Bradford County,26
PA,Bradford County,279
PA,Susquehanna County,1
PA,Susquehanna County,1
PA,Susquehanna County,18
#FIELD!,#FIELD!,3
PA,Bradford County,9
PA,Susquehanna County,84
PA,Bradford County,175
PA,Bradford County,17
PA,Bradford County,4
PA,Bradford County,36
PA,Bradford County,25
PA,Bucks County,10278
PA,Bucks County,98
PA,Bucks County,1
PA,Bucks County,146
PA,Montgomery County,7
PA,Bucks County,11
PA,Bucks County,1
PA,Bucks County,5
PA,Bucks County,22
PA,Bucks County,30
PA,Bucks County,12
PA,Bucks County,4
PA,Bucks County,1
PA,Bucks County,2
PA,Montgomery County,32
PA,Bucks County,51
PA,Bucks County,157
PA,Bucks County,16
PA,Bucks County,280
PA,Bucks County,23
PA,Bucks County,1
PA,Bucks County,529
PA,Bucks County,70
PA,Bucks County,18
PA,Bucks County,191
PA,Bucks County,1
PA,Montgomery County,136
PA,Bucks County,300
PA,Bucks County,132
PA,Bucks County,6
PA,Bucks County,10
PA,Bucks County,475
PA,Bucks County,134
PA,Bucks County,29
PA,Bucks County,3
PA,Montgomery County,204
PA,Montgomery County,284
PA,Delaware County,110
PA,Montgomery County,148
PA,Montgomery County,202
PA,Bucks County,873
PA,Delaware County,136
PA,Montgomery County,16
PA,Delaware County,165
PA,Montgomery County,89
PA,Delaware County,1630
PA,Delaware County,363
PA,Delaware County,398
PA,Delaware County,2
PA,Delaware County,521
PA,Philadelphia County,1
PA,Bucks County,1277
PA,Bucks County,250
PA,Delaware County,123
PA,Delaware County,763
PA,Montgomery County,62
PA,Delaware County,630
PA,Montgomery County,335
#FIELD!,#FIELD!,1
PA,Delaware County,174
PA,Bucks County,263
PA,Montgomery County,33
PA,Delaware County,172
PA,Delaware County,132
PA,Montgomery County,83
PA,Montgomery County,27
PA,Delaware County,329
PA,Montgomery County,345
PA,Montgomery County,216
PA,Delaware County,29
PA,Delaware County,65
PA,Montgomery County,273
PA,Montgomery County,336
PA,Bucks County,716
PA,Delaware County,1054
PA,Delaware County,1
PA,Bucks County,511
PA,Bucks County,315
PA,Bucks County,1372
PA,Bucks County,309
PA,Bucks County,495
PA,Delaware County,78
PA,Delaware County,621
PA,Delaware County,350
PA,Delaware County,324
PA,Delaware County,1
PA,#FIELD!,26
PA,Bucks County,643
PA,Delaware County,218
PA,Montgomery County,53
PA,Delaware County,118
PA,Delaware County,107
PA,Montgomery County,56
PA,Delaware County,139
PA,Delaware County,273
PA,Delaware County,295
PA,Delaware County,635
PA,Delaware County,1360
PA,Delaware County,513
PA,Delaware County,38
PA,Delaware County,115
PA,Chester County,401
PA,Montgomery County,384
PA,Philadelphia County,1
PA,Delaware County,108
PA,Montgomery County,100
PA,Montgomery County,84
#FIELD!,#FIELD!,1
PA,Philadelphia County,3
PA,Philadelphia County,115
PA,Philadelphia County,462
PA,Philadelphia County,2112
PA,Philadelphia County,1
PA,Philadelphia County,227
PA,Philadelphia County,1177
PA,Philadelphia County,10
PA,Philadelphia County,3
PA,Philadelphia County,4
PA,Philadelphia County,1542
PA,Philadelphia County,37
PA,Philadelphia County,64
PA,Philadelphia County,647
PA,Philadelphia County,598
PA,Philadelphia County,670
PA,Philadelphia County,75
PA,Philadelphia County,553
PA,Philadelphia County,2517
PA,Philadelphia County,1969
PA,Philadelphia County,863
PA,Philadelphia County,841
PA,Philadelphia County,3056
PA,Philadelphia County,632
PA,Philadelphia County,800
PA,Philadelphia County,119
PA,Philadelphia County,977
PA,Philadelphia County,351
PA,Philadelphia County,749
PA,Philadelphia County,1928
PA,Philadelphia County,2108
PA,Philadelphia County,1289
PA,Philadelphia County,2575
PA,Philadelphia County,1163
PA,Philadelphia County,898
PA,Philadelphia County,365
PA,Philadelphia County,1289
PA,Philadelphia County,2366
PA,Philadelphia County,2668
PA,Philadelphia County,1338
PA,Philadelphia County,1364
PA,Philadelphia County,3315
PA,Philadelphia County,1711
PA,Philadelphia County,1278
PA,Philadelphia County,1112
PA,Philadelphia County,650
PA,Philadelphia County,990
PA,Philadelphia County,1608
PA,Philadelphia County,559
PA,Philadelphia County,1387
PA,Philadelphia County,743
PA,Philadelphia County,669
PA,Philadelphia County,791
AB,Stockholm Municipality County,1
PA,Philadelphia County,1
PA,Philadelphia County,1
PA,Philadelphia County,1
PA,Philadelphia County,1
14,Bor District County,1
PA,Chester County,46
PA,Chester County,32
PA,Chester County,70
PA,Chester County,43
PA,Chester County,1
PA,Delaware County,54
PA,Delaware County,14
PA,Chester County,971
14,Bor District County,1
PA,Chester County,28
PA,Chester County,44
PA,Chester County,452
PA,Chester County,190
PA,Delaware County,161
PA,Chester County,45
PA,Chester County,92
PA,Chester County,132
PA,Chester County,106
PA,Chester County,49
PA,Chester County,202
PA,Chester County,6
PA,Chester County,49
PA,Chester County,163
PA,Chester County,98
PA,Chester County,5
PA,Chester County,1
PA,Chester County,77
PA,Delaware County,27
PA,Chester County,8
PA,Chester County,405
PA,Chester County,400
#FIELD!,#FIELD!,17
PA,Chester County,174
PA,Montgomery County,1145
PA,Montgomery County,602
PA,Montgomery County,2
PA,Montgomery County,72
PA,Montgomery County,517
#FIELD!,#FIELD!,1
PA,Montgomery County,170
PA,Chester County,69
PA,Montgomery County,380
PA,Montgomery County,228
PA,Montgomery County,2
PA,Montgomery County,1
PA,Montgomery County,5
PA,Montgomery County,298
PA,Montgomery County,235
PA,Montgomery County,2
PA,Montgomery County,73
PA,Montgomery County,633
AB,Stockholm Municipality County,1
PA,Montgomery County,10
PA,Montgomery County,300
PA,Montgomery County,2
PA,Chester County,375
PA,Montgomery County,204
PA,Montgomery County,1600
PA,Montgomery County,371
PA,Montgomery County,282
PA,Montgomery County,121
PA,Montgomery County,6
PA,Chester County,92
PA,Montgomery County,2
PA,Chester County,7
PA,Montgomery County,8
PA,Lancaster County,10
PA,Berks County,16
PA,Berks County,35
PA,Berks County,44
PA,Berks County,92
PA,Berks County,63
PA,Berks County,229
PA,Berks County,71
PA,Berks County,2
PA,Berks County,756
PA,Berks County,188
PA,Chester County,59
PA,Berks County,264
PA,Berks County,2
PA,Montgomery County,158
PA,Berks County,239
PA,Berks County,20
PA,Berks County,166
PA,Berks County,92
PA,Berks County,19
PA,Berks County,1
PA,Berks County,2
PA,Berks County,1
PA,Berks County,33
PA,Berks County,100
PA,Berks County,27
PA,Berks County,64
PA,Lebanon County,2
PA,Berks County,5
PA,Berks County,48
PA,Schuylkill County,10
PA,Berks County,7
PA,Berks County,71
PA,Berks County,4
PA,Berks County,47
PA,Berks County,2
PA,Berks County,195
PA,Berks County,15
PA,Berks County,126
PA,Berks County,82
PA,Berks County,1451
PA,Berks County,720
PA,Berks County,1
PA,Berks County,795
PA,Berks County,489
PA,Berks County,587
PA,Berks County,305
PA,Berks County,322
PA,Berks County,146
PA,Berks County,356
PA,Berks County,293
AB,Stockholm Municipality County,1
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
DE,New Castle County,874
DE,New Castle County,1687
DE,New Castle County,405
DE,New Castle County,60
DE,New Castle County,91
DE,New Castle County,817
DE,New Castle County,1
DE,New Castle County,901
DE,New Castle County,846
DE,New Castle County,1
DE,New Castle County,8
DE,New Castle County,4
DE,New Castle County,2119
DE,New Castle County,1
